financial_year,actual_revised_estimated,category,item,sector,ministry,type,amount,percent_of_gdp
2001,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2001,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2001,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,7821,0.049
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,3732,0.023
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,815,0.005
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,862,0.005
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,1517,0.009
2001,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1803,0.011
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,2134,0.013
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1972,0.012
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1575,0.01
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,758,0.005
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1181,0.007
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,2089,0.013
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2045,0.013
2001,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,190,0.001
2001,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,1375,0.009
2002,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,4824,0.029
2002,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,1774,0.011
2002,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,409,0.002
2002,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1089,0.007
2002,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,1451,0.009
2002,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,82,0
2002,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,448,0.003
2002,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,771,0.005
2002,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2002,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2002,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,572,0.003
2002,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,112,0.001
2002,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,241,0.001
2002,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,143,0.001
2002,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,0,0
2002,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2002,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,7694,0.046
2002,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,509,0.003
2002,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,1563,0.009
2002,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,478,0.003
2002,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,211,0.001
2002,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,81,0
2002,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,156,0.001
2002,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,38,0
2002,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,385,0.002
2002,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,1203,0.007
2002,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,564,0.003
2002,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1009,0.006
2002,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,28,0
2002,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,5,0
2002,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,379,0.002
2002,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,100,0.001
2002,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,103,0.001
2002,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,325,0.002
2002,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,186,0.001
2002,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,33,0
2002,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,143,0.001
2002,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,41,0
2002,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,1202,0.007
2002,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,600,0.004
2002,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2002,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2002,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,6822,0.041
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,3423,0.02
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,626,0.004
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,625,0.004
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,1308,0.008
2002,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1730,0.01
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,2165,0.013
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1446,0.009
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1550,0.009
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,695,0.004
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1114,0.007
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,1778,0.011
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2027,0.012
2002,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,162,0.001
2002,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,3675,0.022
2003,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,4997,0.029
2003,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,1218,0.007
2003,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,414,0.002
2003,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1865,0.011
2003,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,1904,0.011
2003,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,103,0.001
2003,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,453,0.003
2003,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,952,0.005
2003,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2003,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2003,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,619,0.004
2003,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,90,0.001
2003,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,228,0.001
2003,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,160,0.001
2003,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,0,0
2003,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2003,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,7714,0.044
2003,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,524,0.003
2003,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,1708,0.01
2003,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,439,0.003
2003,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,212,0.001
2003,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,57,0
2003,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,158,0.001
2003,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,54,0
2003,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,292,0.002
2003,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,1115,0.006
2003,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,497,0.003
2003,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1421,0.008
2003,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,47,0
2003,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,25,0
2003,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,333,0.002
2003,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,214,0.001
2003,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,96,0.001
2003,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,184,0.001
2003,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,182,0.001
2003,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,47,0
2003,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,135,0.001
2003,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,42,0
2003,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,603,0.003
2003,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,0,0
2003,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2003,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2003,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,5921,0.034
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,3133,0.018
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,729,0.004
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,488,0.003
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,1512,0.009
2003,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1901,0.011
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,2957,0.017
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1486,0.009
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1524,0.009
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,743,0.004
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1108,0.006
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,1543,0.009
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),1949,0.011
2003,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,321,0.002
2003,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,1900,0.011
2004,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,4975,0.025
2004,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,1239,0.006
2004,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,377,0.002
2004,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1153,0.006
2004,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,1604,0.008
2004,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,114,0.001
2004,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,479,0.002
2004,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,1101,0.006
2004,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2004,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2004,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,814,0.004
2004,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,97,0
2004,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,251,0.001
2004,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,155,0.001
2004,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,0,0
2004,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2004,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,8243,0.042
2004,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,377,0.002
2004,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,1752,0.009
2004,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,473,0.002
2004,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,233,0.001
2004,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,49,0
2004,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,161,0.001
2004,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,52,0
2004,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,289,0.001
2004,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,1776,0.009
2004,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,392,0.002
2004,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1154,0.006
2004,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,42,0
2004,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,33,0
2004,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,318,0.002
2004,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,308,0.002
2004,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,97,0
2004,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,329,0.002
2004,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,187,0.001
2004,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,151,0.001
2004,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,141,0.001
2004,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,40,0
2004,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,961,0.005
2004,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,700,0.004
2004,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2004,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2004,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,6107,0.031
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,3132,0.016
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,824,0.004
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,1405,0.007
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,2058,0.01
2004,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1924,0.01
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,3470,0.017
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1392,0.007
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1534,0.008
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,815,0.004
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1137,0.006
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,1257,0.006
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),2109,0.011
2004,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,305,0.002
2004,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,3043,0.015
2005,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,5215,0.024
2005,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,867,0.004
2005,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,336,0.002
2005,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,1010,0.005
2005,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,1680,0.008
2005,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,85,0
2005,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,408,0.002
2005,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,775,0.004
2005,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2005,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2005,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,844,0.004
2005,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,97,0
2005,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,294,0.001
2005,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,110,0.001
2005,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,0,0
2005,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2005,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,8889,0.041
2005,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,363,0.002
2005,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,1825,0.008
2005,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Development,460,0.002
2005,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Operating,267,0.001
2005,Actual,Expenditure,Total Expenditure,Security and External Relations,Foreign Affairs,Development,46,0
2005,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Operating,166,0.001
2005,Actual,Expenditure,Total Expenditure,Economic Development,Economic Manpower,Development,36,0
2005,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Operating,277,0.001
2005,Actual,Expenditure,Total Expenditure,Economic Development,Transport,Development,1617,0.007
2005,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Operating,436,0.002
2005,Actual,Expenditure,Total Expenditure,Economic Development,Trade and Industry,Development,1055,0.005
2005,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Operating,39,0
2005,Actual,Expenditure,Total Expenditure,Economic Development,Info-Communications and Media Development,Development,39,0
2005,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Operating,345,0.002
2005,Actual,Expenditure,Total Expenditure,Government Administration,Finance,Development,350,0.002
2005,Actual,Expenditure,Total Expenditure,Government Administration,Law,Operating,100,0
2005,Actual,Expenditure,Total Expenditure,Government Administration,Law,Development,218,0.001
2005,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Operating,186,0.001
2005,Actual,Expenditure,Total Expenditure,Government Administration,Organs of State,Development,31,0
2005,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Operating,136,0.001
2005,Actual,Expenditure,Total Expenditure,Government Administration,Prime Minister's Office,Development,32,0
2005,Actual,Expenditure,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,Special Transfers Excluding Top-ups to Endowment and Trust Funds,579,0.003
2005,Actual,Expenditure,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,Top-ups to Endowment and Trust Funds,250,0.001
2005,Actual,Expenditure,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,Interest Costs and Loan Expenses,0,0
2005,Actual,Expenditure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,Capitalisation of Nationally Significant Infrastructure,0,0
2005,Actual,Expenditure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,Depreciation of Nationally Significant Infrastructure,0,0
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Corporate Income Tax,Corporate Income Tax,7340,0.034
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Personal Income Tax,Personal Income Tax,3425,0.016
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Withholding Tax,Withholding Tax,898,0.004
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Statutory Boards' Contributions,Statutory Boards' Contributions,1249,0.006
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Assets Taxes,Assets Taxes,1910,0.009
2005,Actual,Revenue,Operating Revenue,Operating Revenue,"Customs, Excise and Carbon Taxes","Customs, Excise and Carbon Taxes",1973,0.009
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Goods and Services Tax,Goods and Services Tax,3815,0.017
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Motor Vehicle Taxes,Motor Vehicle Taxes,1432,0.007
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Betting Taxes,Betting Taxes,1501,0.007
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Stamp Duty,Stamp Duty,967,0.004
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Other Taxes,Other Taxes,1177,0.005
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Vehicle Quota Premiums,Vehicle Quota Premiums,321,0.001
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Fees and Charges (Excluding Vehicle Quota Premiums),Fees and Charges (Excluding Vehicle Quota Premiums),1925,0.009
2005,Actual,Revenue,Operating Revenue,Operating Revenue,Others,Others,238,0.001
2005,Actual,Revenue,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,Net Investment Income/Returns Contribution,2777,0.013
2006,Actual,Expenditure,Total Expenditure,Social Development,Education,Operating,6352,0.026
2006,Actual,Expenditure,Total Expenditure,Social Development,Education,Development,608,0.002
2006,Actual,Expenditure,Total Expenditure,Social Development,National Development,Operating,671,0.003
2006,Actual,Expenditure,Total Expenditure,Social Development,National Development,Development,675,0.003
2006,Actual,Expenditure,Total Expenditure,Social Development,Health,Operating,1840,0.008
2006,Actual,Expenditure,Total Expenditure,Social Development,Health,Development,96,0
2006,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Operating,414,0.002
2006,Actual,Expenditure,Total Expenditure,Social Development,Sustainability and the Environment,Development,570,0.002
2006,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Operating,0,0
2006,Actual,Expenditure,Total Expenditure,Social Development,"Culture, Community and Youth",Development,0,0
2006,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Operating,903,0.004
2006,Actual,Expenditure,Total Expenditure,Social Development,Social and Family Development,Development,103,0
2006,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Operating,341,0.001
2006,Actual,Expenditure,Total Expenditure,Social Development,Communications and Information,Development,89,0
2006,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Operating,0,0
2006,Actual,Expenditure,Total Expenditure,Social Development,Social Manpower,Development,0,0
2006,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Operating,9273,0.038
2006,Actual,Expenditure,Total Expenditure,Security and External Relations,Defence,Development,355,0.001
2006,Actual,Expenditure,Total Expenditure,Security and External Relations,Home Affairs,Operating,2010,0.008
